,Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
4607,0,1,0,1,1,1,1,1,0,1,0,1,0,1,3,1
850,0,0,0,1,1,0,0,0,1,1,2,2,2,1,0,0
1000,0,1,0,1,1,1,0,1,0,1,0,1,0,2,1,1
3560,0,0,0,1,1,1,1,1,0,1,2,3,2,2,1,0
18,1,0,0,0,1,1,1,0,1,1,2,1,0,1,3,1
1637,0,0,0,1,1,0,0,0,1,1,0,2,2,1,0,1
1667,1,0,1,1,0,1,0,1,0,1,0,1,2,2,1,1
493,0,0,0,0,1,1,0,1,0,1,2,3,2,2,0,0
1347,0,0,1,0,0,1,1,1,0,1,0,2,0,1,3,0
3018,1,1,0,1,1,0,0,0,0,1,0,2,0,0,3,1
3929,0,0,0,0,1,1,1,1,0,1,2,1,2,2,0,1
4173,0,0,1,1,1,1,0,1,0,1,0,3,2,0,3,1
4198,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,1
3668,1,0,0,0,1,0,0,1,0,1,3,2,2,2,2,1
687,0,0,0,1,0,1,1,1,0,1,1,2,2,3,0,0
3933,1,1,0,0,1,0,0,0,0,1,1,2,2,3,0,0
1608,1,1,1,1,1,0,0,1,0,1,0,1,2,2,0,1
4192,0,1,1,1,1,1,0,1,0,1,2,0,0,2,0,1
3586,0,0,0,1,1,0,0,1,0,1,3,2,2,3,2,1
1009,0,0,0,1,1,0,1,0,0,1,0,3,2,3,0,1
2408,1,0,0,1,1,0,0,1,0,1,2,3,0,0,1,0
1092,0,0,0,1,1,0,0,1,0,1,2,1,1,2,1,1
1327,0,0,0,1,1,0,0,0,1,1,0,0,2,0,2,1
4772,1,0,1,0,1,1,0,0,0,1,2,2,2,2,0,0
1677,0,1,0,1,1,0,0,0,0,1,1,2,2,3,3,1
1999,1,0,0,1,0,0,0,0,0,1,2,1,0,2,1,1
1310,0,0,0,0,1,1,0,0,0,1,2,1,1,2,1,1
3998,1,0,0,1,1,0,0,1,0,1,2,2,2,2,0,0
3435,1,0,0,0,0,1,1,1,0,1,3,3,2,3,2,0
1987,1,0,0,1,1,0,1,0,0,1,1,2,0,3,0,0
4790,0,0,0,1,1,1,0,0,0,1,2,1,0,2,0,0
344,0,0,1,1,1,1,0,1,0,1,2,2,1,0,3,1
4350,1,1,0,0,1,1,0,0,0,1,3,2,2,3,2,0
986,1,0,0,1,0,1,0,0,0,1,0,2,0,3,1,1
4909,0,0,0,0,1,0,0,0,1,1,2,1,2,2,0,0
4013,1,1,1,0,1,1,0,1,0,1,3,2,1,3,3,0
4419,0,1,1,1,1,1,1,1,0,1,2,1,2,2,0,0
4149,1,0,0,1,1,1,0,1,0,1,0,2,1,2,3,0
3260,0,1,0,1,1,0,0,0,0,1,0,2,2,3,1,1
3711,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,1
1142,1,0,0,1,0,0,0,0,0,1,2,1,1,2,1,1
2358,1,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0
1198,0,0,0,1,1,1,0,0,0,1,2,1,1,2,1,1
85,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1
1518,1,0,0,1,1,0,1,1,0,1,0,2,0,2,3,1
516,0,1,0,0,1,0,0,1,0,1,2,0,2,2,1,1
1381,1,0,0,1,1,1,0,1,0,1,0,1,2,2,0,1
2716,1,0,0,0,1,0,0,0,0,0,3,1,2,2,2,1
3253,0,0,0,0,1,0,0,0,0,1,0,2,2,3,2,0
1014,1,0,0,0,1,1,1,0,0,1,3,1,2,3,2,1
128,0,0,0,1,1,1,1,0,0,0,2,1,2,0,3,1
1364,1,0,1,1,1,0,0,0,0,1,0,2,0,2,3,0
3820,1,1,1,1,0,0,0,0,0,1,2,1,2,3,3,0
4455,1,0,0,0,1,1,0,0,1,0,2,2,2,1,0,0
3296,0,0,0,1,1,1,0,0,1,1,2,3,2,0,3,0
891,0,0,0,0,1,0,0,0,0,1,2,1,0,2,1,1
2793,0,0,0,1,1,0,1,0,0,1,0,1,2,2,1,1
4601,1,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0
1359,0,0,0,0,0,0,1,0,0,1,1,2,0,3,0,0
307,1,1,1,0,1,0,0,0,0,1,2,1,0,2,2,1
1661,1,0,0,1,1,0,0,1,0,0,2,1,2,2,0,0
2431,1,0,0,1,1,1,1,1,0,0,2,0,2,1,2,0
4181,0,0,1,1,1,1,1,0,1,1,1,1,2,3,3,0
1317,1,0,1,1,1,1,0,1,0,1,0,3,1,1,3,1
4410,0,0,0,0,1,0,0,0,0,1,2,2,2,0,3,0
2474,1,0,1,1,1,1,1,0,0,1,2,1,0,1,1,0
2542,1,0,0,1,1,0,0,0,0,1,3,3,2,3,2,0
1246,0,0,0,1,1,0,1,0,0,1,2,3,2,1,1,1
3848,1,1,0,1,1,0,0,0,0,1,0,1,0,2,3,0
1208,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0
216,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
4399,0,0,0,1,0,1,0,1,0,1,2,0,2,3,1,0
3229,0,0,0,1,1,1,0,1,0,1,0,3,0,0,0,0
1239,0,0,0,1,0,1,1,0,0,1,2,0,2,3,1,0
2289,0,1,0,1,0,1,1,1,0,1,1,1,0,3,3,1
2740,1,1,1,1,1,1,0,1,0,1,0,1,0,2,1,0
275,1,1,1,0,1,0,0,0,1,1,0,2,0,0,3,0
489,0,1,0,1,1,0,0,1,0,1,0,1,2,1,1,1
1035,0,0,0,0,1,0,0,1,0,1,2,1,0,2,0,0
1229,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,1
4695,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,1
1008,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,1
4822,0,0,0,1,1,1,1,0,1,1,0,2,1,3,3,1
4035,1,0,0,1,1,0,0,0,0,1,2,3,2,0,3,0
4876,1,0,0,1,0,0,1,0,1,1,0,1,2,3,1,1
2532,0,0,0,1,1,0,1,1,0,1,3,3,2,1,0,0
4272,1,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0
1058,1,0,0,1,1,1,0,0,0,1,1,1,2,3,2,1
2166,1,1,0,1,1,0,1,0,0,1,2,0,0,2,3,1
4200,1,1,0,1,1,0,1,0,0,1,2,2,2,2,1,1
5084,0,1,0,1,0,1,0,0,1,1,2,3,2,3,0,0
281,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,1
3757,1,0,0,1,1,0,1,1,0,1,0,3,2,1,2,1
1316,1,1,0,1,1,0,0,0,1,1,2,2,2,0,0,0
5097,0,0,0,1,0,1,0,1,0,1,2,3,0,2,0,0
968,1,0,0,1,1,0,1,1,0,1,0,3,2,3,1,1
3298,1,0,0,0,1,1,0,1,0,1,0,2,2,1,1,0
1939,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
3340,1,0,0,1,0,1,1,1,0,1,2,1,0,1,3,1
3707,1,0,0,0,1,0,0,0,0,1,3,1,2,2,2,1
619,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,1
3411,0,0,0,0,0,1,0,1,0,1,0,1,1,0,3,0
1742,0,0,0,1,1,1,1,1,0,0,2,1,1,0,3,0
1390,0,0,0,1,0,1,1,1,0,1,2,1,1,3,3,1
4176,1,0,0,0,1,0,0,0,0,1,2,1,0,2,2,1
1847,1,1,0,1,1,0,0,0,0,1,0,1,2,3,0,0
1579,0,1,0,1,1,0,0,0,0,1,1,2,2,1,3,1
1655,1,0,0,1,0,1,1,1,0,1,2,2,2,0,1,0
2352,1,0,0,0,1,1,0,0,0,1,2,3,0,1,1,0
2212,1,0,0,1,0,0,1,0,0,1,2,3,2,3,0,0
2020,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,1
5091,0,0,0,1,1,0,0,0,1,1,2,1,2,0,0,0
1956,0,0,0,1,1,1,0,0,0,1,2,0,2,0,1,0
3774,0,1,0,0,1,0,1,0,0,1,0,3,0,3,0,1
3192,0,1,1,1,0,0,0,0,1,1,0,3,2,1,0,0
1307,1,1,0,1,1,1,0,1,0,1,2,0,2,2,1,0
2003,1,0,0,1,1,0,1,1,0,1,0,1,2,2,0,1
4858,1,1,0,1,1,1,0,1,0,1,2,0,2,2,1,0
575,1,0,0,1,0,1,1,0,0,1,0,1,0,0,3,1
2360,1,0,0,0,1,0,1,0,0,1,0,2,0,0,1,0
4306,1,0,1,1,1,1,1,1,0,1,2,1,2,2,1,1
4546,0,1,0,1,0,0,0,0,0,1,3,1,2,0,2,1
1706,1,0,0,1,1,1,1,1,0,1,2,1,2,2,1,1
3944,0,0,0,1,0,1,1,0,1,1,2,3,2,3,0,0
3657,1,1,0,1,0,0,0,0,0,1,2,2,2,3,2,0
1280,1,1,0,1,1,0,0,1,0,1,2,3,2,2,2,0
861,1,0,0,1,1,1,1,1,0,0,3,1,2,1,2,0
4248,0,0,0,1,0,1,0,1,0,1,0,3,1,3,3,1
1801,1,1,0,1,0,0,0,0,0,1,2,2,2,3,2,0
1628,1,0,0,1,0,0,1,0,0,1,1,1,2,3,2,0
1993,1,1,1,0,1,0,0,1,0,1,2,2,0,2,0,0
2639,1,0,1,1,1,0,1,0,0,1,2,3,2,0,2,0
269,0,0,0,0,0,1,1,1,0,1,0,1,0,1,3,1
629,0,0,0,1,1,1,1,1,0,1,2,0,0,0,3,0
3081,1,0,0,0,0,1,0,1,0,1,1,3,1,1,3,0
2334,0,0,0,1,0,1,1,1,0,1,1,1,0,3,3,1
2966,1,0,0,0,0,1,1,0,0,1,0,2,2,3,0,0
300,0,0,0,1,0,0,0,0,0,1,0,3,0,1,3,0
459,1,0,0,1,0,0,0,0,0,1,1,2,2,1,0,1
1447,1,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0
1472,0,0,0,1,0,0,1,1,0,1,0,1,2,0,0,0
2046,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1
4332,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,0
3968,1,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0
3525,0,1,0,1,1,0,0,1,0,1,3,1,2,1,2,1
2113,0,1,0,1,1,0,0,0,1,1,3,0,2,3,2,0
27,0,0,0,1,1,0,1,0,0,1,0,3,2,0,1,1
4046,0,0,0,0,1,0,0,0,0,1,3,3,2,1,2,1
4632,0,0,0,1,1,1,0,1,0,1,0,3,0,2,3,1
3747,0,0,0,0,1,0,0,1,0,1,2,3,0,0,0,1
837,1,0,0,1,0,1,0,1,0,1,0,2,2,2,1,0
4093,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
3548,0,1,0,1,1,1,0,1,0,1,2,0,0,0,3,1
2008,1,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0
5026,1,1,0,0,0,0,1,1,0,1,0,2,0,0,1,1
503,0,0,0,1,1,0,1,0,1,1,0,3,2,3,0,0
3381,0,1,0,1,0,0,1,0,0,1,0,3,2,3,0,0
4411,1,0,0,1,1,0,1,1,0,1,2,3,0,0,0,0
380,1,0,0,1,1,1,0,1,0,1,2,2,1,2,3,1
1851,0,1,0,1,1,0,1,0,0,1,0,3,2,3,2,0
1525,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
2365,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0
3405,0,0,0,1,0,1,0,1,0,1,2,1,1,0,3,1
3052,1,0,0,1,0,0,0,1,0,1,3,2,2,2,2,0
2884,1,0,0,1,0,0,1,0,0,1,0,2,2,1,0,0
2340,1,0,0,1,1,0,1,0,0,1,2,3,0,0,1,1
374,1,0,1,1,1,1,0,1,0,1,3,2,1,2,3,1
3437,0,1,0,0,1,0,0,0,0,1,2,0,2,1,2,0
2381,1,0,0,0,1,0,0,0,0,1,2,1,2,2,1,0
4416,1,0,0,1,1,0,1,0,0,1,2,1,2,3,2,0
939,0,0,0,1,1,1,0,1,0,1,2,3,0,0,1,1
4060,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0
4587,0,0,0,1,0,1,1,0,0,1,2,3,0,1,1,0
2799,0,1,0,1,1,0,1,0,0,1,0,3,2,3,2,0
2147,0,0,0,1,1,1,1,0,0,0,2,1,2,0,0,0
4024,0,0,0,1,1,0,0,1,0,1,0,3,2,0,2,0
4650,0,0,0,1,1,0,0,1,0,1,2,1,0,2,2,1
4320,0,1,1,1,1,0,1,1,0,1,0,2,0,1,3,1
2068,0,0,0,0,0,1,0,0,0,1,3,2,2,3,2,0
529,1,0,0,1,1,1,0,0,1,1,2,2,2,2,0,0
3308,1,0,0,0,1,1,0,1,0,1,3,2,0,2,0,1
3932,1,1,0,1,1,0,0,1,0,1,2,2,0,2,1,1
636,1,0,0,1,1,0,0,0,0,1,0,1,2,3,0,0
1269,1,1,1,1,1,1,0,0,1,1,2,3,1,0,3,1
185,0,0,0,1,1,0,1,0,0,1,2,2,2,3,3,0
4025,0,0,0,1,1,0,0,0,1,0,2,2,2,0,0,0
3353,0,1,0,1,0,1,0,1,0,1,0,3,2,0,0,0
3639,1,1,0,1,0,1,0,1,0,1,1,2,2,3,3,1
1797,0,0,0,1,0,1,1,0,1,1,2,3,0,0,3,0
2979,0,0,0,1,0,0,1,1,0,0,0,0,2,1,3,1
1441,1,1,1,1,1,0,1,1,0,1,2,1,0,2,1,0
3611,1,0,0,1,1,1,0,1,0,1,2,0,2,2,0,0
4993,0,1,1,1,1,1,1,1,0,1,2,3,2,1,1,1
1535,1,1,0,1,0,0,1,0,0,1,0,1,2,3,0,0
3628,0,0,0,0,1,1,0,1,0,1,2,2,0,2,0,1
3188,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0
1273,1,1,0,1,1,0,1,0,1,1,2,0,2,2,0,0
2467,0,0,0,0,1,0,0,0,0,1,0,3,1,2,3,0
607,0,0,0,0,1,1,0,1,0,1,0,1,0,1,3,1
3571,0,0,0,1,0,0,0,0,0,1,2,3,2,1,0,0
1712,0,0,0,0,0,0,0,1,0,1,2,2,0,0,3,0
2199,1,0,0,1,1,0,1,1,0,1,0,3,2,1,2,1
955,1,1,0,1,0,1,1,1,0,1,0,1,0,3,3,1
2579,1,0,0,1,1,1,0,1,0,1,2,3,0,0,1,0
4104,1,0,1,0,1,0,1,0,0,1,0,2,0,3,3,1
4534,0,0,1,1,0,1,0,0,0,1,2,1,2,1,0,1
3563,1,0,0,1,1,0,0,1,0,1,2,2,2,2,0,0
3885,0,0,0,1,1,1,0,0,1,0,2,1,2,2,0,0
403,0,0,0,1,1,1,0,1,0,1,0,1,2,2,1,1
2071,0,0,0,1,1,0,0,0,0,1,2,3,2,1,2,0
4872,0,0,0,1,1,0,1,0,0,1,2,0,2,2,0,0
1977,0,0,0,0,0,1,1,1,0,1,1,0,1,3,3,0
158,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,1
1748,1,0,0,1,1,1,1,0,1,1,2,1,2,1,0,0
2909,1,0,0,1,1,1,1,1,0,1,2,1,2,1,1,0
3722,0,1,1,0,1,0,0,0,0,1,2,1,1,2,3,1
902,1,1,1,1,1,1,1,1,0,1,0,3,0,0,3,1
352,1,0,0,0,1,0,0,0,0,1,2,0,1,0,3,0
1230,0,0,0,1,0,0,1,0,0,1,2,1,2,0,1,1
4784,1,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0
2140,0,0,0,1,1,0,1,0,0,1,2,1,2,1,2,0
444,1,0,0,0,1,0,0,1,0,1,2,2,2,2,1,1
5067,0,0,0,1,1,0,1,0,0,1,2,1,2,1,1,1
754,0,1,0,1,1,1,0,0,1,1,2,1,0,1,1,0
1737,0,0,0,1,1,0,0,0,0,1,2,3,2,0,1,0
2971,0,1,1,1,1,1,1,1,0,1,2,3,0,0,1,0
5098,0,0,0,0,1,1,1,1,0,1,1,3,2,3,2,1
2920,1,0,1,1,1,1,1,0,0,1,0,2,0,0,1,0
311,1,0,0,1,1,1,1,1,0,1,2,2,2,2,1,0
548,1,0,0,1,0,0,1,0,0,1,2,1,2,2,0,0
661,1,1,0,1,1,1,1,1,0,1,2,2,0,1,1,0
4878,1,0,0,0,1,1,1,1,0,1,2,2,2,3,0,1
1989,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1
306,1,1,0,1,1,0,0,0,0,0,2,1,2,3,1,0
2335,0,0,1,1,1,1,1,1,0,1,0,1,2,2,0,0
694,1,0,0,1,1,1,1,0,1,1,2,3,2,0,3,0
2356,0,0,0,1,0,0,0,1,0,1,0,3,2,3,3,0
1927,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,0
684,0,0,0,1,1,1,0,1,0,1,0,3,0,1,1,0
749,0,0,0,1,1,1,0,0,1,1,2,2,2,0,1,0
4317,1,0,0,1,0,1,1,1,0,1,0,2,2,3,1,0
3423,1,0,0,1,1,1,1,1,0,1,2,1,2,3,1,0
1266,0,0,0,1,0,0,0,0,0,1,3,2,1,1,1,0
4139,0,0,0,0,1,0,1,0,0,1,2,1,2,2,3,0
3717,1,0,0,1,1,1,0,1,0,1,1,1,1,3,3,0
4532,1,0,0,0,1,0,1,0,0,1,2,0,2,1,3,0
2134,1,0,0,1,1,0,1,0,0,1,1,2,0,3,1,1
3083,1,1,1,1,0,0,0,1,0,1,3,3,0,3,3,0
3061,0,1,1,1,1,0,0,1,0,1,2,2,0,2,1,1
3025,0,0,1,1,1,0,0,0,0,1,0,3,2,1,0,0
970,1,0,0,1,1,0,1,1,0,1,1,2,2,3,1,0
13,1,1,1,1,1,0,1,0,0,1,2,2,2,2,1,0
873,1,0,0,0,0,0,1,0,0,1,3,2,2,3,2,0
808,1,0,0,0,1,1,0,0,0,1,0,1,1,2,3,1
3198,1,1,0,1,1,0,0,0,0,1,3,1,2,2,2,1
514,0,0,0,1,1,1,0,1,0,1,2,3,2,2,2,1
4582,0,0,0,0,0,1,1,1,0,1,0,0,1,1,3,1
409,0,0,0,1,0,0,1,0,0,1,0,3,2,1,2,1
3592,1,0,0,0,1,0,1,0,0,1,2,0,2,1,3,0
5103,1,0,0,1,1,1,1,1,0,1,2,1,2,0,3,0
4449,1,0,0,1,0,1,1,1,0,1,2,1,2,0,1,0
207,1,0,0,1,1,1,0,1,0,0,2,1,0,2,0,0
3399,1,0,0,0,1,0,0,0,0,1,2,2,0,2,0,1
458,1,0,0,1,0,0,1,0,0,1,0,2,0,0,3,1
3658,1,0,0,1,1,0,0,1,0,1,0,3,0,2,1,0
2430,1,0,0,1,1,1,0,1,0,1,0,1,0,2,3,1
3857,0,1,0,1,1,0,0,0,0,1,0,1,2,3,2,0
110,1,0,0,1,1,1,0,1,0,1,3,1,1,0,3,1
3948,0,0,0,1,0,0,1,1,0,0,0,0,2,1,3,1
1107,1,0,0,1,1,0,1,0,0,1,2,1,0,2,1,1
4160,1,1,1,1,1,1,1,1,0,1,2,1,0,2,3,1
1883,1,0,1,1,0,1,0,0,0,1,0,3,0,1,3,1
1713,1,0,1,0,0,1,0,0,0,1,2,1,2,0,0,1
1287,1,0,1,1,0,1,1,0,0,1,0,3,0,1,1,1
4275,0,0,0,1,1,1,0,1,0,1,2,1,1,0,3,1
552,1,0,0,1,1,1,0,0,1,1,0,2,2,1,3,1
1439,0,0,1,1,1,1,1,1,0,1,2,3,0,0,3,1
2270,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0
3144,1,0,0,1,1,0,0,0,1,1,2,3,2,3,0,0
2821,1,0,0,1,1,1,0,1,0,1,0,1,0,2,3,1
4898,0,0,0,0,1,1,0,0,0,1,0,1,2,3,0,0
1925,0,0,0,1,1,0,0,1,0,1,0,0,2,3,2,1
634,0,0,0,1,1,0,1,0,1,1,0,2,2,3,0,1
4922,0,0,0,1,0,0,1,0,0,1,0,2,2,3,1,0
316,0,1,0,1,1,0,1,0,0,1,1,3,0,3,3,1
4321,1,0,0,1,1,0,1,1,0,1,1,1,2,3,2,0
4815,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,1
1328,1,0,0,1,0,0,0,0,0,1,3,0,2,1,2,0
427,0,0,0,1,0,1,0,0,1,1,2,2,0,1,1,0
3557,1,0,0,1,0,1,1,0,1,1,2,3,2,1,1,0
105,1,1,0,0,1,0,0,1,0,1,0,2,2,0,1,0
3041,1,0,1,1,1,1,1,1,0,1,0,3,2,0,1,1
142,0,0,0,1,1,0,0,1,0,1,2,2,0,2,0,1
2169,0,0,0,1,0,1,1,0,1,1,2,3,2,3,0,0
4193,0,1,0,0,1,0,1,1,0,1,1,1,2,1,2,1
89,0,1,0,1,1,0,0,0,0,1,0,2,2,3,2,0
2918,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
3237,1,0,0,1,1,0,0,0,0,1,3,3,2,2,2,0
2241,1,1,0,1,1,1,1,0,1,1,0,2,2,3,3,1
3174,0,0,0,0,1,0,0,1,0,1,0,1,2,2,0,1
4398,0,0,1,1,1,1,1,1,0,1,1,3,0,3,3,1
2163,1,1,0,0,1,1,0,1,0,0,2,2,2,1,0,0
2636,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0
1949,1,0,0,1,1,0,1,0,0,1,2,1,2,2,3,0
1768,0,0,0,1,1,0,0,1,0,1,0,0,2,0,2,1
3460,0,0,1,0,1,1,1,1,0,1,0,2,2,3,3,1
2272,0,1,0,1,1,0,0,0,1,1,0,0,2,3,2,0
1,0,0,0,1,1,1,1,1,0,1,0,1,2,1,0,1
3459,0,0,0,0,0,0,1,0,0,1,3,2,2,3,2,0
5076,1,1,1,1,1,1,1,1,0,1,2,0,0,2,1,1
1951,1,0,0,0,1,0,1,0,1,1,0,2,0,1,1,1
935,0,0,0,0,1,0,0,0,0,1,2,1,0,0,3,1
4403,1,1,1,1,1,0,1,0,0,1,2,1,0,0,3,1
2720,1,1,0,1,1,1,1,1,0,1,2,3,0,1,1,1
3674,0,0,0,1,1,0,0,0,0,1,2,3,2,0,0,0
1109,0,0,0,1,1,0,0,1,0,1,0,0,2,1,2,0
3780,1,0,0,1,0,1,1,1,0,1,1,3,0,0,1,1
591,1,0,0,0,0,1,0,1,0,1,0,2,1,3,3,1
1695,0,0,1,1,1,1,1,0,0,1,2,3,2,1,1,0
3635,1,0,0,1,1,0,1,0,0,0,2,1,2,0,1,0
2936,1,0,0,0,0,1,1,1,0,1,3,0,0,0,3,0
4308,0,0,0,0,1,1,0,1,0,1,2,1,2,0,3,1
3595,1,1,0,0,0,0,1,1,0,1,0,1,2,3,0,1
1576,0,0,0,1,1,0,0,0,1,1,0,1,2,0,2,1
1111,0,0,0,1,1,0,0,0,0,1,2,3,0,2,3,0
213,1,0,0,1,1,0,0,0,0,1,3,2,2,0,2,1
778,1,0,0,0,0,0,0,1,0,1,0,1,2,3,1,0
1415,1,0,0,1,1,0,0,0,1,1,0,3,2,2,0,1
3963,1,0,1,1,1,0,0,0,0,1,0,3,0,3,0,1
2043,1,1,0,1,0,0,1,0,0,1,1,1,0,3,0,0
2848,0,0,0,0,1,0,0,0,0,1,0,3,2,1,0,1
4647,0,0,1,1,0,1,0,1,0,1,0,0,0,1,3,1
3693,0,0,0,1,1,1,0,1,0,1,3,2,1,3,3,1
4019,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
1567,1,0,1,1,1,1,0,1,0,1,0,1,2,2,1,0
165,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,1
4830,1,1,1,1,0,1,1,1,0,1,2,2,0,0,3,1
4978,1,1,1,1,1,1,1,0,0,1,0,1,0,2,0,0
5045,1,0,0,1,0,0,1,0,0,1,2,2,2,2,0,1
1343,0,1,1,1,0,0,1,0,1,1,0,0,2,1,1,1
2013,0,1,1,1,0,1,1,0,1,1,0,1,0,0,3,1
273,1,1,0,1,1,1,1,0,0,1,0,2,2,1,1,1
71,0,1,0,1,0,0,1,0,0,1,0,3,0,1,3,0
4100,0,1,1,1,1,1,0,1,0,1,0,0,2,2,0,0
1087,1,1,1,1,0,1,1,1,0,1,0,1,0,0,3,1
394,1,1,0,1,0,0,0,0,0,1,0,1,2,3,0,0
583,0,0,0,0,1,1,1,1,0,1,2,1,0,0,3,1
1367,0,0,0,1,0,1,1,1,0,1,0,3,0,0,1,1
5107,1,1,0,1,0,0,0,0,0,1,0,1,2,1,2,0
4755,0,0,0,1,1,0,1,0,0,1,0,3,0,3,0,0
2548,1,1,0,0,1,0,1,0,0,1,2,2,0,3,3,0
1013,0,0,0,1,1,0,0,1,0,0,2,0,2,0,2,0
5016,1,0,0,1,1,1,0,0,1,1,2,2,2,2,0,0
3003,1,0,0,1,1,0,1,0,0,0,2,1,2,2,2,0
4905,1,1,0,1,0,0,1,0,1,1,0,2,2,3,0,0
1701,0,0,0,1,1,1,1,0,0,1,3,1,1,1,3,1
3931,1,0,0,0,0,1,0,0,0,1,3,0,2,0,2,0
1763,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1
1875,1,0,0,1,0,1,0,0,1,1,0,2,0,1,3,0
1259,0,1,0,1,1,0,1,0,1,1,0,3,2,1,2,0
3344,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0,1
4640,0,0,0,1,1,0,0,1,0,0,2,0,2,3,2,1
2253,1,1,0,1,1,0,1,0,0,1,2,2,2,1,0,1
2781,1,0,0,1,1,1,0,1,0,1,2,1,1,1,1,1
3788,1,0,0,1,0,0,0,0,0,1,2,1,2,0,2,0
526,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1
3605,1,1,1,1,1,0,1,1,0,1,2,1,2,2,0,0
2946,0,0,1,1,1,1,1,1,0,1,1,2,2,3,3,1
377,1,0,0,1,1,0,1,1,0,1,2,1,2,2,1,0
1559,0,0,0,1,1,0,0,0,1,1,0,0,2,1,2,1
4314,1,0,0,1,0,0,0,0,0,1,0,1,2,2,1,1
1963,0,0,0,1,0,0,0,0,0,1,2,3,2,3,2,0
4849,1,1,0,1,1,0,0,0,0,1,0,3,2,3,0,0
348,0,0,0,0,1,0,0,1,0,1,3,2,0,3,2,1
2434,0,0,0,1,0,1,1,1,0,1,2,1,1,3,3,1
2246,1,1,0,1,1,0,1,1,0,1,2,1,2,0,0,0
4269,1,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0
1709,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,1
1050,0,0,0,1,1,1,1,1,0,1,2,1,0,0,1,0
590,0,0,0,0,1,1,0,1,0,1,0,1,1,2,1,1
519,0,0,1,1,1,1,1,1,0,1,0,3,0,0,3,1
3380,1,0,0,1,1,0,0,0,1,1,2,3,2,0,0,0
4603,0,0,0,1,1,0,0,0,0,1,2,3,2,3,2,0
4246,1,0,1,1,0,1,1,0,0,1,0,1,0,3,3,1
2477,0,0,0,1,1,0,0,0,0,1,2,3,2,3,2,0
1083,1,0,1,0,1,1,0,0,0,0,3,1,2,2,2,1
3783,0,0,0,1,1,1,0,1,0,1,2,0,2,0,1,0
4895,0,0,0,1,1,1,0,0,0,0,2,3,2,1,2,1
4619,0,1,0,1,1,1,1,0,0,1,2,2,2,3,2,0
1294,1,0,0,0,1,0,1,0,0,1,0,2,2,3,1,0
1809,1,1,1,0,1,0,0,0,0,1,2,2,0,2,2,0
791,0,0,0,1,1,0,0,0,0,1,2,1,0,2,2,1
792,0,1,0,1,1,0,1,1,0,1,2,1,2,1,0,0
4216,1,0,0,1,1,1,0,1,0,1,2,3,2,0,1,1
1855,1,1,0,1,1,0,1,0,0,1,2,0,2,3,2,1
4874,0,0,0,0,1,0,0,0,0,1,2,2,1,2,1,1
1980,0,0,0,0,1,1,0,1,0,1,2,1,0,0,3,1
3233,1,0,0,1,1,1,0,1,0,1,2,2,0,1,1,0
933,0,1,1,0,1,0,0,0,0,1,0,1,2,1,0,0
